user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
DOME2_0388	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.48	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0389	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.23	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.99, 0.813; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.57, 0.764; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.69, 0.781	N/A	N/A	N/A	N/A
DOME2_0391	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.46	0.943	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0392	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.43	0.948	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0393	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.19	0.963	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.86, 0.809; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.6, 0.773; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.75, 0.79	N/A	N/A	N/A	N/A
DOME2_0394	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis	GCF_002902325.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis	99.91	0.965	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902725.1, s__Staphylococcus caprae, 95.0, 84.65, 0.479	N/A	N/A	N/A	N/A
DOME2_0395	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;s__Dolosigranulum pigrum	GCF_000245815.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;s__Dolosigranulum pigrum	97.58	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0396	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	97.54	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0397	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	97.61	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0398	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	97.52	0.936	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0399	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.65	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.86, 0.788; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.7, 0.742; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.69, 0.732	N/A	N/A	N/A	N/A
DOME2_0400	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.59	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.79, 0.78; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.68, 0.744; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.65, 0.726	N/A	N/A	N/A	N/A
DOME2_0401	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.57	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.58, 0.737; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.7, 0.782; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.67, 0.725	N/A	N/A	N/A	N/A
DOME2_0403	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.57	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0404	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.22	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.88, 0.818; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.27, 0.843; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.5, 0.867	N/A	N/A	N/A	N/A
DOME2_0405	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.37	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0406	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.16	0.938	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.89, 0.797; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.67, 0.774; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.61, 0.764	N/A	N/A	N/A	N/A
DOME2_0407	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.61	0.928	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.08, 0.805; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.26, 0.858; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.5, 0.876	N/A	N/A	N/A	N/A
DOME2_0408	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinaeequi	GCF_001543205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinaeequi	97.58	0.861	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002083135.2, s__Aerococcus viridans_C, 95.0, 94.33, 0.804; GCA_023442905.1, s__Aerococcus sp023442905, 95.0, 90.82, 0.544; GCF_002440555.1, s__Aerococcus sp002440555, 95.0, 93.03, 0.793; GCF_002871935.1, s__Aerococcus viridans_B, 95.0, 85.71, 0.444; GCF_001543285.1, s__Aerococcus viridans, 95.0, 94.07, 0.775	N/A	N/A	N/A	N/A
DOME2_0409	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.57	0.931	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.74, 0.815; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 92.69, 0.848; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.5, 0.86	N/A	N/A	N/A	N/A
DOME2_0411	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus chromogenes	GCF_029024625.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus chromogenes	97.29	0.904	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0412	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinaeequi	GCF_001543205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinaeequi	97.89	0.852	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002083135.2, s__Aerococcus viridans_C, 95.0, 94.33, 0.802; GCF_001543285.1, s__Aerococcus viridans, 95.0, 94.33, 0.785; GCF_002440555.1, s__Aerococcus sp002440555, 95.0, 93.15, 0.803; GCF_002871935.1, s__Aerococcus viridans_B, 95.0, 85.99, 0.445; GCA_023442905.1, s__Aerococcus sp023442905, 95.0, 90.9, 0.523	N/A	N/A	N/A	N/A
DOME2_0413	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	GCF_900186955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	98.6	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 90.48, 0.814; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.99, 0.826; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 93.03, 0.872; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.98, 0.822; GCF_000691145.1, s__Bacillus altitudinis, 95.0, 89.83, 0.798; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 91.09, 0.847; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.42, 0.683; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 94.94, 0.913; GCF_001307105.1, s__Bacillus australimaris, 95.0, 91.52, 0.87; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 89.92, 0.776; GCF_000691165.1, s__Bacillus safensis, 95.0, 91.71, 0.852; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.54, 0.614; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 91.13, 0.85; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 89.66, 0.765; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 95.12, 0.884	N/A	N/A	N/A	N/A
DOME2_0414	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus chromogenes	GCF_029024625.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus chromogenes	97.2	0.907	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0415	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus	GCF_000010125.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus	99.48	0.927	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_013391405.1, s__Staphylococcus sp013391405, 95.0, 89.69, 0.78; GCF_002614725.1, s__Staphylococcus edaphicus, 95.0, 85.93, 0.574	N/A	N/A	N/A	N/A
DOME2_0416	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.64	0.938	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.92, 0.806; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.29, 0.826; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.39, 0.85	N/A	N/A	N/A	N/A
DOME2_0417	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.13	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.84, 0.832; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.22, 0.858; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.6, 0.869	N/A	N/A	N/A	N/A
DOME2_0418	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.5	0.936	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.77, 0.823; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.05, 0.871; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.4, 0.891	N/A	N/A	N/A	N/A
DOME2_0419	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum_A	GCF_001747895.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum_A	98.5	0.905	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.3, 0.812; GCF_029024965.1, s__Staphylococcus equorum, 95.0, 94.49, 0.871; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.24, 0.844	N/A	N/A	N/A	N/A
DOME2_0420	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum_A	GCF_001747895.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum_A	98.39	0.916	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.34, 0.833; GCF_029024965.1, s__Staphylococcus equorum, 95.0, 94.54, 0.892; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.41, 0.852	N/A	N/A	N/A	N/A
DOME2_0421	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.32	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.99, 0.812; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.29, 0.822; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.52, 0.848	N/A	N/A	N/A	N/A
DOME2_0422	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	GCF_000011645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	99.62	0.963	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001969815.1, s__Bacillus swezeyi, 95.0, 83.98, 0.462; GCF_001969855.1, s__Bacillus haynesii, 95.0, 95.0, 0.898; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 84.42, 0.453; GCF_001042485.2, s__Bacillus paralicheniformis, 95.0, 94.58, 0.906	N/A	N/A	N/A	N/A
DOME2_0423	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.39	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.75, 0.811; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.55, 0.883; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.06, 0.868	N/A	N/A	N/A	N/A
DOME2_0424	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.28	0.927	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.04, 0.809; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.01, 0.844; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.5, 0.862	N/A	N/A	N/A	N/A
DOME2_0426	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.66	0.946	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.02, 0.819; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.62, 0.897; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.38, 0.859	N/A	N/A	N/A	N/A
DOME2_0427	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus arlettae	GCF_002902345.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus arlettae	98.96	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0428	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	98.97	0.926	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.76, 0.823; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.17, 0.845; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.51, 0.871	N/A	N/A	N/A	N/A
DOME2_0430	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	98.96	0.927	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.75, 0.825; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.28, 0.847; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.6, 0.871	N/A	N/A	N/A	N/A
DOME2_0431	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus sciuri_A	GCF_025561425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus sciuri_A	96.58	0.782	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 95.3, 0.878; GCF_029024305.1, s__Mammaliicoccus vitulinus, 95.0, 84.77, 0.406; GCF_003970575.1, s__Mammaliicoccus fleurettii, 95.0, 84.64, 0.42	N/A	N/A	N/A	N/A
DOME2_0432	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.14	0.937	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.01, 0.809; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.39, 0.839; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.53, 0.868	N/A	N/A	N/A	N/A
DOME2_0433	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.18	0.914	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.99, 0.807; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 92.71, 0.839; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.27, 0.86	N/A	N/A	N/A	N/A
DOME2_0434	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.2	0.917	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.77, 0.781; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.34, 0.728; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.7, 0.75	N/A	N/A	N/A	N/A
